"Indicator","PUBLISH STATES","Year","WHO region","World Bank income group","Country","Display Value","Numeric","Low","High","Comments"
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2008","Africa","Upper-middle-income","Botswana","95","95.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2010","Africa","Upper-middle-income","Botswana","96","96.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2015","Africa","Upper-middle-income","Botswana","97","97.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2017","Africa","Upper-middle-income","Botswana","97","97.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1985","Africa","Low-income","Central African Republic","23","23.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1987","Africa","Low-income","Central African Republic","17","17.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1994","Africa","Low-income","Central African Republic","52","52.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1996","Africa","Low-income","Central African Republic","44","44.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2001","Africa","Low-income","Central African Republic","35","35.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2003","Africa","Low-income","Central African Republic","49","49.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2010","Africa","Low-income","Central African Republic","53","53.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2012","Africa","Low-income","Central African Republic","49","49.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1987","Americas","High-income","Canada","70","70.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1989","Americas","High-income","Canada","87","87.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1994","Americas","High-income","Canada","97","97.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1996","Americas","High-income","Canada","97","97.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2003","Americas","High-income","Canada","95","95.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2005","Americas","High-income","Canada","94","94.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2012","Americas","High-income","Canada","89","89.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2014","Americas","High-income","Canada","90","90.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1986","Europe","High-income","Switzerland","70","70.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1988","Europe","High-income","Switzerland","70","70.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1995","Europe","High-income","Switzerland","83","83.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1997","Europe","High-income","Switzerland","83","83.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1998","Americas","High-income","Barbados","97","97.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2000","Americas","High-income","Barbados","94","94.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2007","Americas","High-income","Barbados","75","75.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2009","Americas","High-income","Barbados","94","94.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2016","Americas","High-income","Barbados","92","92.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2018","Americas","High-income","Barbados","85","85.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1984","Western Pacific","High-income","Brunei Darussalam","90","90.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1986","Western Pacific","High-income","Brunei Darussalam","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1988","Western Pacific","High-income","Brunei Darussalam","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1993","Western Pacific","High-income","Brunei Darussalam","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1995","Western Pacific","High-income","Brunei Darussalam","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2002","Western Pacific","High-income","Brunei Darussalam","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2004","Western Pacific","High-income","Brunei Darussalam","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2009","Western Pacific","High-income","Brunei Darussalam","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2011","Western Pacific","High-income","Brunei Darussalam","91","91.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2013","Western Pacific","High-income","Brunei Darussalam","96","96.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2018","Western Pacific","High-income","Brunei Darussalam","99","99.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1981","South-East Asia","Lower-middle-income","Bhutan","21","21.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1988","South-East Asia","Lower-middle-income","Bhutan","64","64.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1990","South-East Asia","Lower-middle-income","Bhutan","93","93.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1997","South-East Asia","Lower-middle-income","Bhutan","84","84.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1999","South-East Asia","Lower-middle-income","Bhutan","77","77.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2004","South-East Asia","Lower-middle-income","Bhutan","87","87.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2006","South-East Asia","Lower-middle-income","Bhutan","90","90.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2004","Europe","High-income","Switzerland","82","82.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2006","Europe","High-income","Switzerland","87","87.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2011","Europe","High-income","Switzerland","93","93.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2013","Europe","High-income","Switzerland","93","93.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1981","Americas","High-income","Chile","95","95.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1983","Americas","High-income","Chile","95","95.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1990","Americas","High-income","Chile","97","97.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1992","Americas","High-income","Chile","89","89.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1997","Americas","High-income","Chile","96","96.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1999","Americas","High-income","Chile","94","94.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2001","Americas","High-income","Chile","96","96.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2006","Americas","High-income","Chile","91","91.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2008","Americas","High-income","Chile","96","96.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2015","Americas","High-income","Chile","96","96.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2017","Americas","High-income","Chile","93","93.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1986","Western Pacific","Upper-middle-income","China","63","63.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1988","Western Pacific","Upper-middle-income","China","95","95.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1990","Western Pacific","Upper-middle-income","China","98","98.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1995","Western Pacific","Upper-middle-income","China","80","80.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","1997","Western Pacific","Upper-middle-income","China","83","83.00000","","",""
"Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)","Published","2004","Western Pacific","Upper-middle-income","China","86","86.00000","","",""
